03-gren-revenue_2017_eu,01-DDD-revenue_2020_euro,03-gren-revenue_2020_eu,07-silvestri-revenue_2020,08-slytherin-revenue
,,,,doll_2.12 m
,,,,doll_73.51 m
,,,,doll_20.01 m
,,,,doll_6.9 m
,,,,doll_3.00 m
,,,,doll_11.03 m
,,,,doll_6.04 m
,,,,doll_1.6 m
,,,,doll_3.12 m
,,,,doll_1.99 m
,,,,doll_1.28 m
,,,,doll_1.8 m
,,,,doll_2.08 m
,,,,doll_2.39 m
,,,,doll_2.19 m
,,,,doll_2.0 m
,,,,doll_4.02 m
,,,,doll_22.89 m
,,,,doll_2.76 m
,,,,doll_12.6 m
,,,,doll_1.82 m
,,,,doll_5.7 m
,,,,doll_3.64 m
,,,,doll_2.4 m
,,,,doll_3.34 m
,,,,doll_3.69 m
,,,,doll_2.21 m
,,,,doll_2.2 m
,,,,doll_3.90 m
,,,,doll_25.0 m
,,,,doll_6.22 m
,,,,doll_8.4 m
,,,,doll_2.56 m
,,,,doll_4.53 m
,,,,doll_1.68 m
,,,,doll_2.1 m
,,,,doll_13.93 m
,,,,doll_4.28 m
,,,,doll_2.46 m
,,,,doll_3.2 m
,,,,doll_1.53 m
,,,,doll_3.38 m
,,,,doll_90.0 m
,,,,doll_2.8 m
,,,,doll_5.80 m
,,,,doll_7.79 m
,,,,doll_2.28 m
,,,,doll_3.6 m
,,,,doll_2.97 m
,,,,doll_10.0 m
,,,,doll_1.99 m
,,,,doll_21.2 m
,,,,doll_6.29 m
,,,,doll_33.9 m
,,,,doll_8.21 m
,,,,doll_20.7 m
,,,,doll_4.97 m
,,,,doll_4.13 m
,,,,doll_6.04 m
,,,,doll_2.24 m
,,,,doll_3.2 m
,,,,doll_7.02 m
,,,,doll_6.26 m
,,,,doll_13.55 m
,,,,doll_6.0 m
,,,,doll_13.01 m
,,,,doll_6.31 m
,,,,doll_3.39 m
,,,,doll_3.8 m
,,,,doll_11.49 m
,,,,doll_6.48 m
,,,,doll_2.92 m
,,,,doll_14.68 m
,,,,doll_8.6 m
,,,,doll_4.81 m
,,,,doll_5.36 m
,,,,doll_7.1 m
,,,,doll_26.76 m
,,,,doll_3.3 m
,,,,doll_5.73 m
,,,,doll_8.21 m
,,,,doll_6.75 m
,,,,doll_1.9 m
,,,,doll_21.52 m
,,,,doll_14.6 m
,,,,doll_4.13 m
,,,,doll_4.9 m
,,,,doll_284.4 m
,,,,doll_4.43 m
,,,,doll_9.39 m
,,,,doll_3.06 m
,,,,doll_8.4 m
,,,,doll_2.8 m
,,,,doll_42.36 m
,,,,doll_12.17 m
,,,,doll_6.18 m
,,,,doll_12.5 m
,,,,doll_38.97 m
,,,,doll_3.07 m
,,,,doll_3.4 m
,,,,doll_9.0 m
,,,,doll_7.78 m
,,,,doll_3.4 m
,,,,doll_19.26 m
,,,,doll_6.45 m
,,,,doll_19.8 m
,,,,doll_4.98 m
,,,,doll_3.64 m
,,,,doll_254.0 m
,,,,doll_2.10 m
,,,,doll_2.05 m
,,,,doll_10.68 m
,,,,doll_22.2 m
,,,,doll_9.78 m
,,,,doll_1.67 m
,,,,doll_6.34 m
,,,,doll_2.9 m
,,,,doll_3.52 m
,,,,doll_5.09 m
,,,,doll_3.93 m
,,,,doll_4.36 m
,,,,doll_8.0 m
,,,,doll_13.71 m
,,,,doll_2.56 m
,,,,doll_2.72 m
,,,,doll_6.4 m
,,,,doll_4.2 m
,,,,doll_5.65 m
,,,,doll_40.55 m
,,,,doll_3.67 m
,,,,doll_27.25 m
,,,,doll_3.8 m
,,,,doll_2.00 m
,,,,doll_1.99 m
,,,,doll_7.19 m
,,,,doll_9.3 m
,,,,doll_3.55 m
,,,,doll_2.0 m
,,,,doll_7.24 m
,,,,doll_2.8 m
,,,,doll_6.99 m
,,,,doll_1.9 m
,,,,doll_2.82 m
,,,,doll_2.73 m
,,,,doll_1.6 m
,,,,doll_27.64 m
,,,,doll_18.17 m
,,,,doll_13.82 m
,,,,doll_1.85 m
,,,,doll_49.6 m
,,,,doll_11.74 m
,,,,doll_3.6 m
,,,,doll_3.66 m
,,,,doll_6.8 m
,,,,doll_20.32 m
,,,,doll_12.82 m
,,,,doll_2.31 m
,,,,doll_4.09 m
,,,,doll_19.3 m
,,,,doll_4.7 m
,,,,doll_17.45 m
,,,,doll_18.92 m
,,,,doll_16.39 m
,,,,doll_4.89 m
,,,,doll_4.9 m
,,,,doll_4.48 m
,,,,doll_3.17 m
,,,,doll_1.91 m
,,,,doll_3.68 m
,,,,doll_5.1 m
,,,,doll_14.16 m
,,,,doll_9.24 m
,,,,doll_4.18 m
,,,,doll_7.0 m
,,,,doll_2.18 m
,,,,doll_21.82 m
,,,,doll_54.15 m
,,,,doll_10.74 m
,,,,doll_21.7 m
,,,,doll_2.52 m
,,,,doll_10.19 m
,,,,doll_14.64 m
,,,,doll_2.34 m
,,,,doll_4.85 m
,,,,doll_94.56 m
,,,,doll_3.2 m
,,,,doll_3.35 m
,,,,doll_15.05 m
,,,,doll_5.51 m
,,,,doll_16.2 m
,,,,doll_3.71 m
,,,,doll_8.9 m
,,,,doll_4.06 m
,,,,doll_56.39 m
,,,,doll_4.9 m
,,,,doll_15.65 m
,,,,doll_2.94 m
,,,,doll_4.71 m
,,,,doll_63.3 m
,,,,doll_3.42 m
,,,,doll_70.18 m
,,,,doll_1.6 m
,,,,doll_4.99 m
,,,,doll_30.93 m
,,,,doll_7.9 m
,,,,doll_54.97 m
,,,,doll_2.94 m
,,,,doll_2.06 m
,,,,doll_13.0 m
,,,,doll_6.92 m
,,,,doll_1.64 m
,,,,doll_4.99 m
,,,,doll_8.58 m
,,,,doll_3.9 m
,,,,doll_8.63 m
,,,,doll_1.74 m
,,,,doll_1.88 m
,,,,doll_2.01 m
,,,,doll_9.47 m
,,,,doll_2.6 m
,,,,doll_3.40 m
,,,,doll_4.35 m
,,,,doll_7.05 m
,,,,doll_16.07 m
,,,,doll_2.6 m
,,,,doll_2.47 m
,,,,doll_71.7 m
,,,,doll_2.67 m
,,,,doll_4.64 m
,,,,doll_22.95 m
,,,,doll_2.05 m
,,,,doll_3.1 m
,,,,doll_15.12 m
,,,,doll_3.00 m
,,,,doll_26.2 m
,,,,doll_7.26 m
,,,,doll_10.46 m
,,,,doll_4.93 m
,,,,doll_1.7 m
,,,,doll_20.80 m
,,,,doll_3.4 m
,,,,doll_9.7 m
,,,,doll_5.9 m
,,,,doll_29.02 m
,,,,doll_5.4 m
,,,,doll_7.83 m
,,,,doll_10.07 m
,,,,doll_4.5 m
,,,,doll_1.57 m
,,,,doll_1.96 m
,,,,doll_3.0 m
,,,,doll_108.5 m
,,,,doll_9.47 m
,,,,doll_2.9 m
,,,,doll_9.38 m
,,,,doll_11.22 m
,,,,doll_7.51 m
,,,,doll_6.3 m
,,,,doll_5.04 m
,,,,doll_38.43 m
,,,,doll_2.41 m
,,,,doll_2.06 m
,,,,doll_8.63 m
,,,,doll_3.7 m
,,,,doll_5.04 m
,,,,doll_21.79 m
,,,,doll_2.7 m
,,,,doll_16.4 m
,,,,doll_5.19 m
,,,,doll_2.97 m
,,,,doll_1.77 m
,,,,doll_15.4 m
,,,,doll_6.09 m
,,,,doll_2.04 m
,,,,doll_8.26 m
,,,,doll_2.7 m
,,,,doll_3.72 m
,,,,doll_2.58 m
,,,,doll_31.4 m
,,,,doll_4.28 m
,,,,doll_11.7 m
,,,,doll_2.70 m
,,,,doll_4.3 m
,,,,doll_15.64 m
,,,,doll_3.2 m
,,,,doll_6.04 m
,,,,doll_3.8 m
,,,,doll_3.50 m
,,,,doll_2.31 m
,,,,doll_3.4 m
,,,,doll_3.5 m
,,,,doll_17.0 m
,,,,doll_2.25 m
,,,,doll_8.73 m
,,,,doll_12.47 m
,,,,doll_7.34 m
,,,,doll_4.83 m
,,,,doll_2.7 m
,,,,doll_1.60 m
,,,,doll_11.07 m
,,,,doll_6.67 m
,,,,doll_44.21 m
,,,,doll_2.4 m
,,,,doll_4.22 m
,,,,doll_1.49 m
,,,,doll_5.58 m
,,,,doll_13.09 m
,,,,doll_10.3 m
,,,,doll_28.28 m
,,,,doll_12.0 m
,,,,doll_7.66 m
,,,,doll_22.07 m
,,,,doll_2.28 m
,,,,doll_8.3 m
,,,,doll_7.31 m
,,,,doll_1.72 m
,,,,doll_4.27 m
,,,,doll_12.29 m
,,,,doll_2.5 m
,,,,doll_7.17 m
,,,,doll_5.34 m
,,,,doll_1.76 m
,,,,doll_8.5 m
,,,,doll_13.95 m
,,,,doll_3.98 m
,,,,doll_3.05 m
,,,,doll_17.3 m
,,,,doll_5.18 m
,,,,doll_22.44 m
,,,,doll_12.06 m
,,,,doll_3.62 m
,,,,doll_1.8 m
,,,,doll_3.08 m
,,,,doll_28.14 m
,,,,doll_10.8 m
,,,,doll_13.8 m
,,,,doll_17.4 m
,,,,doll_3.65 m
,,,,doll_38.0 m
,,,,doll_3.81 m
,,,,doll_8.78 m
,,,,doll_543.7 m
,,,,doll_2.42 m
,,,,doll_1.51 m
,,,,doll_24.49 m
,,,,doll_5.3 m
,,,,doll_3.7 m
,,,,doll_7.72 m
,,,,doll_58.42 m
,,,,doll_1.7 m
,,,,doll_9.44 m
,,,,doll_7.5 m
,,,,doll_4.32 m
,,,,doll_3.02 m
,,,,doll_5.93 m
,,,,doll_9.5 m
,,,,doll_2.10 m
,,,,doll_2.58 m
,,,,doll_5.28 m
,,,,doll_12.2 m
,,,,doll_4.78 m
,,,,doll_31.85 m
,,,,doll_3.06 m
,,,,doll_117.7 m
,,,,doll_11.56 m
,,,,doll_9.69 m
,,,,doll_32.26 m
,,,,doll_21.4 m
,,,,doll_9.48 m
,,,,doll_7.52 m
,,,,doll_9.04 m
,,,,doll_5.3 m
,,,,doll_12.66 m
,,,,doll_2.28 m
,,,,doll_94.7 m
,,,,doll_2.4 m
,,,,doll_3.90 m
,,,,doll_16.09 m
,,,,doll_3.68 m
,,,,doll_63.2 m
,,,,doll_2.04 m
,,,,doll_3.43 m
,,,,doll_18.18 m
,,,,doll_9.0 m
,,,,doll_20.76 m
,,,,doll_19.17 m
,,,,doll_11.75 m
,,,,doll_2.6 m
,,,,doll_79.21 m
,,,,doll_5.51 m
,,,,doll_1.66 m
,,,,doll_1.6 m
,,,,doll_3.48 m
,,,,doll_6.81 m
,,,,doll_10.74 m
,,,,doll_17.8 m
,,,,doll_6.76 m
,,,,doll_3.31 m
,,,,doll_3.04 m
,,,,doll_65.5 m
,,,,doll_8.05 m
,,,,doll_14.67 m
,,,,doll_30.06 m
,,,,doll_277.9 m
,,,,doll_2.63 m
,,,,doll_7.06 m
,,,,doll_12.81 m
,,,,doll_5.49 m
,,,,doll_2.5 m
,,,,doll_35.72 m
,,,,doll_12.49 m
,,,,doll_4.51 m
,,,,doll_7.5 m
,,,,doll_1.58 m
,,,,doll_1.58 m
,,,,doll_2.41 m
,,,,doll_5.8 m
,,,,doll_1.58 m
,,,,doll_10.17 m
,,,,doll_8.12 m
,,,,doll_1.8 m
,,,,doll_2.82 m
,,,,doll_26.45 m
,,,,doll_3.29 m
,,,,doll_1.8 m
,,,,doll_8.15 m
,,,,doll_6.94 m
,,,,doll_104.71 m
,,,,doll_5.4 m
,,,,doll_3.22 m
,,,,doll_1.95 m
,,,,doll_10.63 m
,,,,doll_3.9 m
,,,,doll_46.72 m
,,,,doll_5.21 m
,,,,doll_8.98 m
,,,,doll_4.9 m
,,,,doll_4.74 m
,,,,doll_18.36 m
,,,,doll_44.72 m
,,,,doll_3.5 m
,,,,doll_6.04 m
,,,,doll_9.02 m
,,,,doll_1.8 m
,,,,doll_4.1 m
,,,,doll_16.35 m
,,,,doll_2.06 m
,,,,doll_2.69 m
,,,,doll_58.6 m
,,,,doll_12.20 m
,,,,doll_2.8 m
,,,,doll_27.16 m
,,,,doll_2.2 m
,,,,doll_2.64 m
,,,,doll_7.16 m
,,,,doll_7.85 m
,,,,doll_6.5 m
,,,,doll_8.93 m
,,,,doll_19.46 m
,,,,doll_4.61 m
,,,,doll_6.2 m
,,,,doll_1.96 m
,,,,doll_3.58 m
,,,,doll_26.91 m
,,,,doll_5.6 m
,,,,doll_3.23 m
,,,,doll_17.08 m
,,,,doll_2.68 m
,,,,doll_5.4 m
,,,,doll_2.11 m
,,,,doll_11.6 m
,,,,doll_21.65 m
,,,,doll_8.8 m
,,,,doll_30.70 m
,,,,doll_9.22 m
,,,,doll_3.89 m
,,,,doll_17.3 m
,,,,doll_2.17 m
,,,,doll_25.34 m
,,,,doll_25.68 m
,,,,doll_6.2 m
,,,,doll_10.31 m
,,,,doll_2.06 m
,,,,doll_3.33 m
,,,,doll_1.8 m
,,,,doll_15.76 m
,,,,doll_5.0 m
,,,,doll_740.0 m
,,,,doll_2.3 m
,,,,doll_3.04 m
,,,,doll_2.3 m
,,,,doll_94.66 m
,,,,doll_2.3 m
,,,,doll_25.59 m
,,,,doll_468.26 m
,,,,doll_5.71 m
,,,,doll_4.7 m
,,,,doll_2.34 m
,,,,doll_2.64 m
,,,,doll_2.21 m
,,,,doll_3.6 m
,,,,doll_2.58 m
,,,,doll_3.65 m
,,,,doll_2.89 m
,,,,doll_1.9 m
,,,,doll_5.52 m
,,,,doll_101.73 m
,,,,doll_32.24 m
,,,,doll_37.5 m
,,,,doll_2.09 m
,,,,doll_56.12 m
,,,,doll_35.19 m
,,,,doll_25.5 m
,,,,doll_8.28 m
,,,,doll_3.21 m
,,,,doll_5.92 m
,,,,doll_3.33 m
,,,,doll_10.6 m
,,,,doll_13.16 m
,,,,doll_2.72 m
,,,,doll_4.83 m
,,,,doll_83.63 m
,,,,doll_4.95 m
,,,,doll_5.6 m
,,,,doll_1.51 m
,,,,doll_4.29 m
,,,,doll_3.07 m
,,,,doll_42.3 m
,,,,doll_2.79 m
,,,,doll_3.37 m
,,,,doll_20.57 m
,,,,doll_14.0 m
,,,,doll_5.76 m
,,,,doll_4.84 m
,,,,doll_4.09 m
,,,,doll_3.7 m
,,,,doll_10.99 m
,,,,doll_5.08 m
,,,,doll_1.73 m
,,,,doll_2.1 m
,,,,doll_6.05 m
,,,,doll_148.51 m
,,,,doll_7.02 m
,,,,doll_26.3 m
,,,,doll_17.04 m
,,,,doll_1.82 m
,,,,doll_2.55 m
,,,,doll_2.9 m
,,,,doll_3.82 m
,,,,doll_191.6 m
,,,,doll_35.03 m
,,,,doll_2.7 m
,,,,doll_18.26 m
,,,,doll_15.38 m
,,,,doll_4.64 m
,,,,doll_6.0 m
,,,,doll_1.64 m
,,,,doll_15.9 m
,,,,doll_14.56 m
,,,,doll_2.9 m
,,,,doll_3.11 m
,,,,doll_7.01 m
,,,,doll_3.8 m
,,,,doll_6.5 m
,,,,doll_2.28 m
,,,,doll_2.91 m
,,,,doll_1.71 m
,,,,doll_9.7 m
,,,,doll_18.16 m
,,,,doll_5.08 m
,,,,doll_2.2 m
,,,,doll_23.6 m
,,,,doll_6.04 m
,,,,doll_2.26 m
,,,,doll_3.39 m
,,,,doll_6.0 m
,,,,doll_26.85 m
,,,,doll_2.31 m
,,,,doll_46.22 m
,,,,doll_2.1 m
,,,,doll_2.60 m
,,,,doll_3.45 m
,,,,doll_4.97 m
,,,,doll_4.6 m
,,,,doll_7.30 m
,,,,doll_3.39 m
,,,,doll_11.08 m
,,,,doll_1.9 m
,,,,doll_5.27 m
,,,,doll_6.61 m
,,,,doll_2.96 m
,,,,doll_3.3 m
,,,,doll_3.84 m
,,,,doll_1.6 m
,,,,doll_4.82 m
,,,,doll_3.0 m
,,,,doll_6.06 m
,,,,doll_39.36 m
,,,,doll_16.41 m
,,,,doll_2.2 m
,,,,doll_2.96 m
,,,,doll_6.11 m
,,,,doll_3.11 m
,,,,doll_3.1 m
,,,,doll_3.66 m
,,,,doll_21.90 m
,,,,doll_3.77 m
,,,,doll_45.62 m
,,,,doll_13.5 m
,,,,doll_3.16 m
,,,,doll_2.39 m
,,,,doll_6.8 m
,,,,doll_4.6 m
,,,,doll_13.54 m
,,,,doll_6.98 m
,,,,doll_2.41 m
,,,,doll_10.6 m
,,,,doll_10.70 m
,,,,doll_9.09 m
,,,,doll_2.43 m
,,,,doll_2.4 m
,,,,doll_16.64 m
,,,,doll_40.39 m
,,,,doll_4.58 m
,,,,doll_1.8 m
,,,,doll_95.31 m
,,,,doll_5.12 m
,,,,doll_3.25 m
,,,,doll_4.85 m
,,,,doll_1.72 m
,,,,doll_4.9 m
,,,,doll_4.07 m
,,,,doll_4.6 m
,,,,doll_23.44 m
,,,,doll_3.4 m
,,,,doll_3.25 m
,,,,doll_1.72 m
,,,,doll_9.5 m
,,,,doll_2.22 m
,,,,doll_6.0 m
,,,,doll_3.1 m
,,,,doll_4.90 m
,,,,doll_1.95 m
,,,,doll_10.83 m
,,,,doll_2.8 m
,,,,doll_2.2 m
,,,,doll_39.00 m
,,,,doll_21.12 m
,,,,doll_2.72 m
,,,,doll_4.17 m
,,,,doll_8.78 m
,,,,doll_1.8 m
,,,,doll_2.03 m
,,,,doll_25.30 m
,,,,doll_2.13 m
,,,,doll_2.84 m
,,,,doll_12.97 m
,,,,doll_2.8 m
,,,,doll_6.48 m
,,,,doll_18.98 m
,,,,doll_2.96 m
,,,,doll_6.43 m
,,,,doll_2.5 m
,,,,doll_7.9 m
,,,,doll_18.45 m
,,,,doll_1.89 m
,,,,doll_3.93 m
,,,,doll_14.16 m
,,,,doll_13.7 m
,,,,doll_15.13 m
,,,,doll_4.85 m
,,,,doll_5.52 m
,,,,doll_1.8 m
,,,,doll_42.50 m
,,,,doll_7.26 m
,,,,doll_18.08 m
,,,,doll_25.5 m
,,,,doll_23.00 m
,,,,doll_13.48 m
,,,,doll_15.29 m
,,,,doll_13.6 m
,,,,doll_8.41 m
,,,,doll_4.01 m
,,,,doll_4.89 m
,,,,doll_3.2 m
,,,,doll_2.20 m
,,,,doll_85.09 m
,,,,doll_93.44 m
,,,,doll_17.45 m
,,,,doll_78.92 m
,,,,doll_2.3 m
,,,,doll_3.28 m
,,,,doll_3.64 m
,,,,doll_9.72 m
,,,,doll_82.24 m
,,,,doll_1.89 m
,,,,doll_25.4 m
,,,,doll_6.63 m
,,,,doll_11.74 m
,,,,doll_34.68 m
,,,,doll_2.43 m
,,,,doll_6.6 m
,,,,doll_2.10 m
,,,,doll_3.38 m
,,,,doll_5.95 m
,,,,doll_3.1 m
,,,,doll_2.46 m
,,,,doll_38.6 m
,,,,doll_7.39 m
,,,,doll_11.5 m
,,,,doll_3.95 m
,,,,doll_5.15 m
,,,,doll_22.7 m
,,,,doll_119.16 m
,,,,doll_10.79 m
,,,,doll_4.5 m
,,,,doll_7.71 m
,,,,doll_1.53 m
,,,,doll_4.55 m
,,,,doll_2.86 m
,,,,doll_34.5 m
,,,,doll_1.91 m
,,,,doll_10.69 m
,,,,doll_2.79 m
,,,,doll_9.05 m
,,,,doll_4.1 m
,,,,doll_8.55 m
,,,,doll_89.33 m
,,,,doll_11.32 m
,,,,doll_15.82 m
,,,,doll_48.7 m
,,,,doll_2.62 m
,,,,doll_10.26 m
,,,,doll_1.57 m
,,,,doll_1.98 m
,,,,doll_3.51 m
,,,,doll_3.6 m
,,,,doll_4.87 m
,,,,doll_11.37 m
,,,,doll_10.81 m
,,,,doll_6.49 m
,,,,doll_8.3 m
,,,,doll_2.0 m
,,,,doll_31.34 m
,,,,doll_23.5 m
,,,,doll_4.56 m
,,,,doll_2.4 m
,,,,doll_10.05 m
,,,,doll_8.36 m
,,,,doll_4.72 m
,,,,doll_3.46 m
,,,,doll_2.3 m
,,,,doll_9.80 m
,,,,doll_5.3 m
,,,,doll_1.86 m
,,,,doll_11.51 m
,,,,doll_156.6 m
,,,,doll_1.6 m
,,,,doll_6.00 m
,,,,doll_3.27 m
,,,,doll_3.13 m
,,,,doll_8.89 m
,,,,doll_2.1 m
,,,,doll_29.04 m
,,,,doll_26.39 m
,,,,doll_4.32 m
,,,,doll_61.3 m
,,,,doll_8.3 m
,,,,doll_5.59 m
,,,,doll_3.33 m
,,,,doll_8.78 m
,,,,doll_8.8 m
,,,,doll_2.5 m
,,,,doll_7.56 m
,,,,doll_21.97 m
,,,,doll_3.19 m
,,,,doll_3.5 m
,,,,doll_2.30 m
,,,,doll_4.9 m
,,,,doll_4.43 m
,,,,doll_25.31 m
,,,,doll_2.0 m
,,,,doll_4.73 m
,,,,doll_3.96 m
,,,,doll_4.13 m
,,,,doll_3.8 m
,,,,doll_7.2 m
,,,,doll_26.53 m
,,,,doll_2.30 m
,,,,doll_4.79 m
,,,,doll_3.85 m
,,,,doll_3.6 m
,,,,doll_22.53 m
,,,,doll_8.05 m
,,,,doll_2.44 m
,,,,doll_14.0 m
,,,,doll_16.48 m
,,,,doll_5.1 m
,,,,doll_2.06 m
,,,,doll_411.39 m
,,,,doll_6.3 m
,,,,doll_8.2 m
,,,,doll_16.4 m
,,,,doll_1.79 m
,,,,doll_37.10 m
,,,,doll_6.77 m
,,,,doll_5.89 m
,,,,doll_10.26 m
,,,,doll_14.1 m
,,,,doll_14.95 m
,,,,doll_12.61 m
,,,,doll_7.53 m
,,,,doll_118.53 m
,,,,doll_3.84 m
,,,,doll_2.2 m
,,,,doll_2.99 m
,,,,doll_25.80 m
,,,,doll_1.82 m
,,,,doll_15.63 m
,,,,doll_2.4 m
,,,,doll_1.64 m
,,,,doll_4.36 m
,,,,doll_133.28 m
,,,,doll_26.4 m
,,,,doll_13.36 m
,,,,doll_2.24 m
,,,,doll_1.73 m
,,,,doll_4.4 m
,,,,doll_2.55 m
,,,,doll_9.49 m
,,,,doll_13.11 m
,,,,doll_51.5 m
,,,,doll_6.46 m
,,,,doll_2.73 m
,,,,doll_16.19 m
,,,,doll_3.0 m
,,,,doll_29.83 m
,,,,doll_2.64 m
,,,,doll_3.5 m
,,,,doll_3.06 m
,,,,doll_20.9 m
,,,,doll_3.5 m
,,,,doll_1.59 m
,,,,doll_2.81 m
,,,,doll_5.99 m
,,,,doll_20.7 m
,,,,doll_6.4 m
,,,,doll_7.65 m
,,,,doll_2.67 m
,,,,doll_4.71 m
,,,,doll_12.12 m
,,,,doll_2.58 m
,,,,doll_8.1 m
,,,,doll_3.15 m
,,,,doll_5.03 m
,,,,doll_46.75 m
,,,,doll_274.5 m
,,,,doll_5.30 m
,,,,doll_2.28 m
,,,,doll_118.0 m
,,,,doll_6.23 m
,,,,doll_3.1 m
,,,,doll_1.79 m
,,,,doll_2.25 m
,,,,doll_3.37 m
,,,,doll_1.88 m
,,,,doll_5.1 m
,,,,doll_11.14 m
,,,,doll_2.9 m
,,,,doll_2.63 m
,,,,doll_39.63 m
,,,,doll_7.48 m
,,,,doll_21.9 m
,,,,doll_1.84 m
,,,,doll_1.58 m
,,,,doll_5.25 m
,,,,doll_32.13 m
,,,,doll_84.9 m
,,,,doll_4.53 m
,,,,doll_9.75 m
,,,,doll_1.94 m
,,,,doll_6.9 m
,,,,doll_440.97 m
,,,,doll_3.29 m
,,,,doll_8.56 m
,,,,doll_3.27 m
,,,,doll_5.3 m
,,,,doll_1.67 m
,,,,doll_2.42 m
,,,,doll_148.22 m
,,,,doll_4.2 m
,,,,doll_9.75 m
,,,,doll_81.78 m
,,,,doll_8.64 m
,,,,doll_2.1 m
,,,,doll_7.40 m
,,,,doll_1.9 m
,,,,doll_2.73 m
,,,,doll_1.6 m
,,,,doll_5.10 m
,,,,doll_32.1 m
,,,,doll_2.24 m
,,,,doll_9.3 m
,,,,doll_3.06 m
,,,,doll_2.79 m
,,,,doll_14.9 m
,,,,doll_3.57 m
,,,,doll_1.63 m
,,,,doll_1.9 m
,,,,doll_12.5 m
,,,,doll_3.38 m
,,,,doll_11.88 m
,,,,doll_13.31 m
,,,,doll_2.05 m
,,,,doll_1.99 m
,,,,doll_5.0 m
,,,,doll_4.84 m
,,,,doll_12.66 m
,,,,doll_13.03 m
,,,,doll_5.6 m
,,,,doll_9.4 m
,,,,doll_2.05 m
,,,,doll_117.82 m
,,,,doll_8.23 m
,,,,doll_3.0 m
,,,,doll_5.5 m
,,,,doll_2.81 m
,,,,doll_4.57 m
,,,,doll_22.7 m
,,,,doll_3.77 m
,,,,doll_4.0 m
,,,,doll_2.40 m
,,,,doll_2.16 m
,,,,doll_20.78 m
,,,,doll_9.93 m
,,,,doll_4.65 m
,,,,doll_2.8 m
,,,,doll_8.81 m
,,,,doll_4.53 m
,,,,doll_26.16 m
,,,,doll_8.9 m
,,,,doll_1.22 m
,,,,doll_2.4 m
,,,,doll_44.66 m
,,,,doll_11.8 m
,,,,doll_1.80 m
,,,,doll_14.69 m
,,,,doll_11.82 m
,,,,doll_1.83 m
,,,,doll_7.6 m
,,,,doll_1.71 m
,,,,doll_5.69 m
,,,,doll_8.75 m
,,,,doll_2.11 m
,,,,doll_2.42 m
,,,,doll_4.7 m
,,,,doll_4.40 m
,,,,doll_8.38 m
,,,,doll_22.37 m
,,,,doll_2.23 m
,,,,doll_2.1 m
,,,,doll_3.00 m
,,,,doll_2.16 m
,,,,doll_1.58 m
,,,,doll_37.25 m
,,,,doll_37.73 m
,,,,doll_4.41 m
,,,,doll_2.6 m
,,,,doll_5.56 m
,,,,doll_18.74 m
,,,,doll_6.14 m
,,,,doll_3.4 m
,,,,doll_1.87 m
,,,,doll_1.50 m
,,,,doll_1.86 m
,,,,doll_31.46 m
,,,,doll_44.08 m
,,,,doll_4.6 m
,,,,doll_6.30 m
,,,,doll_41.13 m
,,,,doll_8.34 m
,,,,doll_2.27 m
,,,,doll_1.6 m
,,,,doll_8.08 m
,,,,doll_1.68 m
,,,,doll_71.29 m
,,,,doll_4.38 m
,,,,doll_1.99 m
,,,,doll_3.6 m
,,,,doll_9.84 m
,,,,doll_6.35 m
,,,,doll_3.96 m
,,,,doll_14.5 m
,,,,doll_3.1 m
,,,,doll_48.81 m
,,,,doll_20.22 m
,,,,doll_10.8 m
,,,,doll_6.4 m
,,,,doll_3.82 m
,,,,doll_3.07 m
,,,,doll_3.92 m
,,,,doll_13.8 m
,,,,doll_4.4 m
,,,,doll_6.19 m
,,,,doll_11.37 m
,,,,doll_20.68 m
,,,,doll_6.59 m
,,,,doll_2.0 m
,,,,doll_12.1 m
,,,,doll_11.6 m
,,,,doll_3.92 m
,,,,doll_25.86 m
,,,,doll_6.54 m
,,,,doll_2.14 m
,,,,doll_19.44 m
,,,,doll_5.3 m
,,,,doll_5.31 m
,,,,doll_5.44 m
,,,,doll_2.22 m
,,,,doll_5.31 m
,,,,doll_10.1 m
,,,,doll_75.43 m
,,,,doll_2.78 m
,,,,doll_10.06 m
,,,,doll_4.9 m
,,,,doll_4.7 m
,,,,doll_8.31 m
,,,,doll_4.42 m
,,,,doll_127.79 m
,,,,doll_19.3 m
,,,,doll_2.3 m
,,,,doll_58.87 m
,,,,doll_7.45 m
,,,,doll_1.52 m
,,,,doll_2.93 m
,,,,doll_4.5 m
,,,,doll_1.65 m
,,,,doll_6.86 m
,,,,doll_8.07 m
,,,,doll_11.88 m
,,,,doll_31.0 m
,,,,doll_2.90 m
,,,,doll_8.10 m
,,,,doll_3.35 m
,,,,doll_4.06 m
,,,,doll_3.7 m
,,,,doll_4.94 m
,,,,doll_4.23 m
,,,,doll_2.54 m
,,,,doll_8.13 m
,,,,doll_3.2 m
,,,,doll_23.68 m
,,,,doll_12.28 m
,,,,doll_13.77 m
,,,,doll_9.79 m
,,,,doll_5.57 m
,,,,doll_6.5 m
,,,,doll_104.35 m
,,,,doll_5.44 m
,,,,doll_17.59 m
,,,,doll_4.78 m
,,,,doll_18.0 m
,,,,doll_2.4 m
,,,,doll_3.94 m
,,,,doll_19.65 m
,,,,doll_11.08 m
,,,,doll_99.2 m
,,,,doll_7.17 m
,,,,doll_62.30 m
,,,,doll_5.01 m
,,,,doll_199.82 m
